89;Huila;2011-05-15 20:00:00.000088;2011-05-15 20:00:00.000088
90;Malanje;2011-05-15 20:00:00.000089;2011-05-15 20:00:00.000089
91;Namibe;2011-05-15 20:00:00.000090;2011-05-15 20:00:00.000090
92;Moxico;2011-05-15 20:00:00.000091;2011-05-15 20:00:00.000091
93;Uige;2011-05-15 20:00:00.000092;2011-05-15 20:00:00.000092
94;Zaire;2011-05-15 20:00:00.000093;2011-05-15 20:00:00.000093
95;Lunda Norte;2011-05-15 20:00:00.000094;2011-05-15 20:00:00.000094
96;Lunda Sul;2011-05-15 20:00:00.000095;2011-05-15 20:00:00.000095
97;Bengo;2011-05-15 20:00:00.000096;2011-05-15 20:00:00.000096
98;Luanda;2011-05-15 20:00:00.000097;2011-05-15 20:00:00.000097
99;Buenos Aires;2011-05-15 20:00:00.000098;2011-05-15 20:00:00.000098
100;Catamarca;2011-05-15 20:00:00.000099;2011-05-15 20:00:00.000099
101;Chaco;2011-05-15 20:00:00.000100;2011-05-15 20:00:00.000100
102;Chubut;2011-05-15 20:00:00.000101;2011-05-15 20:00:00.000101
103;Cordoba;2011-05-15 20:00:00.000102;2011-05-15 20:00:00.000102
104;Corrientes;2011-05-15 20:00:00.000103;2011-05-15 20:00:00.000103
105;Distrito Federal;2011-05-15 20:00:00.000104;2011-05-15 20:00:00.000104
106;Entre Rios;2011-05-15 20:00:00.000105;2011-05-15 20:00:00.000105
107;Formosa;2011-05-15 20:00:00.000106;2011-05-15 20:00:00.000106
108;Jujuy;2011-05-15 20:00:00.000107;2011-05-15 20:00:00.000107
109;La Pampa;2011-05-15 20:00:00.000108;2011-05-15 20:00:00.000108
110;La Rioja;2011-05-15 20:00:00.000109;2011-05-15 20:00:00.000109
111;Mendoza;2011-05-15 20:00:00.000110;2011-05-15 20:00:00.000110
112;Misiones;2011-05-15 20:00:00.000111;2011-05-15 20:00:00.000111
113;Neuquen;2011-05-15 20:00:00.000112;2011-05-15 20:00:00.000112
114;Rio Negro;2011-05-15 20:00:00.000113;2011-05-15 20:00:00.000113
115;Salta;2011-05-15 20:00:00.000114;2011-05-15 20:00:00.000114
116;San Juan;2011-05-15 20:00:00.000115;2011-05-15 20:00:00.000115
117;San Luis;2011-05-15 20:00:00.000116;2011-05-15 20:00:00.000116
118;Santa Cruz;2011-05-15 20:00:00.000117;2011-05-15 20:00:00.000117
119;Santa Fe;2011-05-15 20:00:00.000118;2011-05-15 20:00:00.000118
120;Santiago del Estero;2011-05-15 20:00:00.000119;2011-05-15 20:00:00.000119
121;Tierra del Fuego;2011-05-15 20:00:00.000120;2011-05-15 20:00:00.000120
122;Tucuman;2011-05-15 20:00:00.000121;2011-05-15 20:00:00.000121
123;Burgenland;2011-05-15 20:00:00.000122;2011-05-15 20:00:00.000122
124;Karnten;2011-05-15 20:00:00.000123;2011-05-15 20:00:00.000123
125;Niederosterreich;2011-05-15 20:00:00.000124;2011-05-15 20:00:00.000124
126;Oberosterreich;2011-05-15 20:00:00.000125;2011-05-15 20:00:00.000125
127;Salzburg;2011-05-15 20:00:00.000126;2011-05-15 20:00:00.000126
128;Steiermark;2011-05-15 20:00:00.000127;2011-05-15 20:00:00.000127
129;Tirol;2011-05-15 20:00:00.000128;2011-05-15 20:00:00.000128
130;Vorarlberg;2011-05-15 20:00:00.000129;2011-05-15 20:00:00.000129
131;Wien;2011-05-15 20:00:00.000130;2011-05-15 20:00:00.000130
132;Australian Capital Territory;2011-05-15 20:00:00.000131;2011-05-15 20:00:00.000131
133;New South Wales;2011-05-15 20:00:00.000132;2011-05-15 20:00:00.000132
134;Northern Territory;2011-05-15 20:00:00.000133;2011-05-15 20:00:00.000133
135;Queensland;2011-05-15 20:00:00.000134;2011-05-15 20:00:00.000134
136;South Australia;2011-05-15 20:00:00.000135;2011-05-15 20:00:00.000135
137;Tasmania;2011-05-15 20:00:00.000136;2011-05-15 20:00:00.000136
138;Victoria;2011-05-15 20:00:00.000137;2011-05-15 20:00:00.000137
139;Western Australia;2011-05-15 20:00:00.000138;2011-05-15 20:00:00.000138
140;Abseron;2011-05-15 20:00:00.000139;2011-05-15 20:00:00.000139
141;Agcabadi;2011-05-15 20:00:00.000140;2011-05-15 20:00:00.000140
142;Agdam;2011-05-15 20:00:00.000141;2011-05-15 20:00:00.000141
143;Agdas;2011-05-15 20:00:00.000142;2011-05-15 20:00:00.000142
144;Agstafa;2011-05-15 20:00:00.000143;2011-05-15 20:00:00.000143
145;Agsu;2011-05-15 20:00:00.000144;2011-05-15 20:00:00.000144
146;Ali Bayramli;2011-05-15 20:00:00.000145;2011-05-15 20:00:00.000145
147;Astara;2011-05-15 20:00:00.000146;2011-05-15 20:00:00.000146
148;Baki;2011-05-15 20:00:00.000147;2011-05-15 20:00:00.000147
149;Balakan;2011-05-15 20:00:00.000148;2011-05-15 20:00:00.000148
150;Barda;2011-05-15 20:00:00.000149;2011-05-15 20:00:00.000149
151;Beylaqan;2011-05-15 20:00:00.000150;2011-05-15 20:00:00.000150
152;Bilasuvar;2011-05-15 20:00:00.000151;2011-05-15 20:00:00.000151
153;Cabrayil;2011-05-15 20:00:00.000152;2011-05-15 20:00:00.000152
154;Calilabad;2011-05-15 20:00:00.000153;2011-05-15 20:00:00.000153
155;Daskasan;2011-05-15 20:00:00.000154;2011-05-15 20:00:00.000154
156;Davaci;2011-05-15 20:00:00.000155;2011-05-15 20:00:00.000155
157;Fuzuli;2011-05-15 20:00:00.000156;2011-05-15 20:00:00.000156
158;Gadabay;2011-05-15 20:00:00.000157;2011-05-15 20:00:00.000157
159;Ganca;2011-05-15 20:00:00.000158;2011-05-15 20:00:00.000158
160;Goranboy;2011-05-15 20:00:00.000159;2011-05-15 20:00:00.000159
161;Goycay;2011-05-15 20:00:00.000160;2011-05-15 20:00:00.000160
162;Haciqabul;2011-05-15 20:00:00.000161;2011-05-15 20:00:00.000161
163;Imisli;2011-05-15 20:00:00.000162;2011-05-15 20:00:00.000162
164;Ismayilli;2011-05-15 20:00:00.000163;2011-05-15 20:00:00.000163
165;Kalbacar;2011-05-15 20:00:00.000164;2011-05-15 20:00:00.000164
166;Kurdamir;2011-05-15 20:00:00.000165;2011-05-15 20:00:00.000165
167;Lacin;2011-05-15 20:00:00.000166;2011-05-15 20:00:00.000166
168;Lankaran;2011-05-15 20:00:00.000167;2011-05-15 20:00:00.000167
169;Lankaran;2011-05-15 20:00:00.000168;2011-05-15 20:00:00.000168
170;Lerik;2011-05-15 20:00:00.000169;2011-05-15 20:00:00.000169
171;Masalli;2011-05-15 20:00:00.000170;2011-05-15 20:00:00.000170
172;Mingacevir;2011-05-15 20:00:00.000171;2011-05-15 20:00:00.000171
173;Naftalan;2011-05-15 20:00:00.000172;2011-05-15 20:00:00.000172
174;Naxcivan;2011-05-15 20:00:00.000173;2011-05-15 20:00:00.000173
175;Neftcala;2011-05-15 20:00:00.000174;2011-05-15 20:00:00.000174
176;Oguz;2011-05-15 20:00:00.000175;2011-05-15 20:00:00.000175
177;Qabala;2011-05-15 20:00:00.000176;2011-05-15 20:00:00.000176
178;Qax;2011-05-15 20:00:00.000177;2011-05-15 20:00:00.000177
179;Qazax;2011-05-15 20:00:00.000178;2011-05-15 20:00:00.000178
180;Qobustan;2011-05-15 20:00:00.000179;2011-05-15 20:00:00.000179
181;Quba;2011-05-15 20:00:00.000180;2011-05-15 20:00:00.000180
182;Qubadli;2011-05-15 20:00:00.000181;2011-05-15 20:00:00.000181
183;Qusar;2011-05-15 20:00:00.000182;2011-05-15 20:00:00.000182
184;Saatli;2011-05-15 20:00:00.000183;2011-05-15 20:00:00.000183
185;Sabirabad;2011-05-15 20:00:00.000184;2011-05-15 20:00:00.000184
186;Saki;2011-05-15 20:00:00.000185;2011-05-15 20:00:00.000185
187;Saki;2011-05-15 20:00:00.000186;2011-05-15 20:00:00.000186
188;Salyan;2011-05-15 20:00:00.000187;2011-05-15 20:00:00.000187
189;Samaxi;2011-05-15 20:00:00.000188;2011-05-15 20:00:00.000188
190;Samkir;2011-05-15 20:00:00.000189;2011-05-15 20:00:00.000189
191;Samux;2011-05-15 20:00:00.000190;2011-05-15 20:00:00.000190
192;Siyazan;2011-05-15 20:00:00.000191;2011-05-15 20:00:00.000191
193;Sumqayit;2011-05-15 20:00:00.000192;2011-05-15 20:00:00.000192
194;Susa;2011-05-15 20:00:00.000193;2011-05-15 20:00:00.000193
195;Susa;2011-05-15 20:00:00.000194;2011-05-15 20:00:00.000194
196;Tartar;2011-05-15 20:00:00.000195;2011-05-15 20:00:00.000195
197;Tovuz;2011-05-15 20:00:00.000196;2011-05-15 20:00:00.000196
198;Ucar;2011-05-15 20:00:00.000197;2011-05-15 20:00:00.000197
199;Xacmaz;2011-05-15 20:00:00.000198;2011-05-15 20:00:00.000198
200;Xankandi;2011-05-15 20:00:00.000199;2011-05-15 20:00:00.000199
201;Xanlar;2011-05-15 20:00:00.000200;2011-05-15 20:00:00.000200
202;Xizi;2011-05-15 20:00:00.000201;2011-05-15 20:00:00.000201
203;Xocali;2011-05-15 20:00:00.000202;2011-05-15 20:00:00.000202
204;Xocavand;2011-05-15 20:00:00.000203;2011-05-15 20:00:00.000203
205;Yardimli;2011-05-15 20:00:00.000204;2011-05-15 20:00:00.000204
206;Yevlax;2011-05-15 20:00:00.000205;2011-05-15 20:00:00.000205
207;Yevlax;2011-05-15 20:00:00.000206;2011-05-15 20:00:00.000206
208;Zangilan;2011-05-15 20:00:00.000207;2011-05-15 20:00:00.000207
209;Zaqatala;2011-05-15 20:00:00.000208;2011-05-15 20:00:00.000208
210;Zardab;2011-05-15 20:00:00.000209;2011-05-15 20:00:00.000209
211;Federation of Bosnia and Herzegovina;2011-05-15 20:00:00.000210;2011-05-15 20:00:00.000210
212;Republika Srpska;2011-05-15 20:00:00.000211;2011-05-15 20:00:00.000211
213;Christ Church;2011-05-15 20:00:00.000212;2011-05-15 20:00:00.000212
214;Saint Andrew;2011-05-15 20:00:00.000213;2011-05-15 20:00:00.000213
215;Saint George;2011-05-15 20:00:00.000214;2011-05-15 20:00:00.000214
216;Saint James;2011-05-15 20:00:00.000215;2011-05-15 20:00:00.000215
217;Saint John;2011-05-15 20:00:00.000216;2011-05-15 20:00:00.000216
218;Saint Joseph;2011-05-15 20:00:00.000217;2011-05-15 20:00:00.000217
219;Saint Lucy;2011-05-15 20:00:00.000218;2011-05-15 20:00:00.000218
220;Saint Michael;2011-05-15 20:00:00.000219;2011-05-15 20:00:00.000219
221;Saint Peter;2011-05-15 20:00:00.000220;2011-05-15 20:00:00.000220
222;Saint Philip;2011-05-15 20:00:00.000221;2011-05-15 20:00:00.000221
223;Saint Thomas;2011-05-15 20:00:00.000222;2011-05-15 20:00:00.000222
224;Dhaka;2011-05-15 20:00:00.000223;2011-05-15 20:00:00.000223
225;Khulna;2011-05-15 20:00:00.000224;2011-05-15 20:00:00.000224
226;Rajshahi;2011-05-15 20:00:00.000225;2011-05-15 20:00:00.000225
227;Chittagong;2011-05-15 20:00:00.000226;2011-05-15 20:00:00.000226
228;Barisal;2011-05-15 20:00:00.000227;2011-05-15 20:00:00.000227
229;Sylhet;2011-05-15 20:00:00.000228;2011-05-15 20:00:00.000228
230;Antwerpen;2011-05-15 20:00:00.000229;2011-05-15 20:00:00.000229
231;Hainaut;2011-05-15 20:00:00.000230;2011-05-15 20:00:00.000230
232;Liege;2011-05-15 20:00:00.000231;2011-05-15 20:00:00.000231
233;Limburg;2011-05-15 20:00:00.000232;2011-05-15 20:00:00.000232
234;Luxembourg;2011-05-15 20:00:00.000233;2011-05-15 20:00:00.000233
235;Namur;2011-05-15 20:00:00.000234;2011-05-15 20:00:00.000234
236;Oost-Vlaanderen;2011-05-15 20:00:00.000235;2011-05-15 20:00:00.000235
237;West-Vlaanderen;2011-05-15 20:00:00.000236;2011-05-15 20:00:00.000236
238;Brabant Wallon;2011-05-15 20:00:00.000237;2011-05-15 20:00:00.000237
239;Brussels Hoofdstedelijk Gewest;2011-05-15 20:00:00.000238;2011-05-15 20:00:00.000238
240;Vlaams-Brabant;2011-05-15 20:00:00.000239;2011-05-15 20:00:00.000239
241;Bam;2011-05-15 20:00:00.000240;2011-05-15 20:00:00.000240
242;Boulkiemde;2011-05-15 20:00:00.000241;2011-05-15 20:00:00.000241
243;Ganzourgou;2011-05-15 20:00:00.000242;2011-05-15 20:00:00.000242
244;Gnagna;2011-05-15 20:00:00.000243;2011-05-15 20:00:00.000243
245;Kouritenga;2011-05-15 20:00:00.000244;2011-05-15 20:00:00.000244
246;Oudalan;2011-05-15 20:00:00.000245;2011-05-15 20:00:00.000245
247;Passore;2011-05-15 20:00:00.000246;2011-05-15 20:00:00.000246
248;Sanguie;2011-05-15 20:00:00.000247;2011-05-15 20:00:00.000247
249;Soum;2011-05-15 20:00:00.000248;2011-05-15 20:00:00.000248
250;Tapoa;2011-05-15 20:00:00.000249;2011-05-15 20:00:00.000249
251;Zoundweogo;2011-05-15 20:00:00.000250;2011-05-15 20:00:00.000250
252;Bale;2011-05-15 20:00:00.000251;2011-05-15 20:00:00.000251
253;Banwa;2011-05-15 20:00:00.000252;2011-05-15 20:00:00.000252
254;Bazega;2011-05-15 20:00:00.000253;2011-05-15 20:00:00.000253
255;Bougouriba;2011-05-15 20:00:00.000254;2011-05-15 20:00:00.000254
256;Boulgou;2011-05-15 20:00:00.000255;2011-05-15 20:00:00.000255
257;Gourma;2011-05-15 20:00:00.000256;2011-05-15 20:00:00.000256
258;Houet;2011-05-15 20:00:00.000257;2011-05-15 20:00:00.000257
259;Ioba;2011-05-15 20:00:00.000258;2011-05-15 20:00:00.000258
260;Kadiogo;2011-05-15 20:00:00.000259;2011-05-15 20:00:00.000259
261;Kenedougou;2011-05-15 20:00:00.000260;2011-05-15 20:00:00.000260
262;Komoe;2011-05-15 20:00:00.000261;2011-05-15 20:00:00.000261
263;Komondjari;2011-05-15 20:00:00.000262;2011-05-15 20:00:00.000262
264;Kompienga;2011-05-15 20:00:00.000263;2011-05-15 20:00:00.000263
265;Kossi;2011-05-15 20:00:00.000264;2011-05-15 20:00:00.000264
266;Koulpelogo;2011-05-15 20:00:00.000265;2011-05-15 20:00:00.000265
267;Kourweogo;2011-05-15 20:00:00.000266;2011-05-15 20:00:00.000266
268;Leraba;2011-05-15 20:00:00.000267;2011-05-15 20:00:00.000267
269;Loroum;2011-05-15 20:00:00.000268;2011-05-15 20:00:00.000268
270;Mouhoun;2011-05-15 20:00:00.000269;2011-05-15 20:00:00.000269
271;Namentenga;2011-05-15 20:00:00.000270;2011-05-15 20:00:00.000270
272;Naouri;2011-05-15 20:00:00.000271;2011-05-15 20:00:00.000271
273;Nayala;2011-05-15 20:00:00.000272;2011-05-15 20:00:00.000272
274;Noumbiel;2011-05-15 20:00:00.000273;2011-05-15 20:00:00.000273
275;Oubritenga;2011-05-15 20:00:00.000274;2011-05-15 20:00:00.000274
276;Poni;2011-05-15 20:00:00.000275;2011-05-15 20:00:00.000275
277;Sanmatenga;2011-05-15 20:00:00.000276;2011-05-15 20:00:00.000276
278;Seno;2011-05-15 20:00:00.000277;2011-05-15 20:00:00.000277
279;Sissili;2011-05-15 20:00:00.000278;2011-05-15 20:00:00.000278
280;Sourou;2011-05-15 20:00:00.000279;2011-05-15 20:00:00.000279
281;Tuy;2011-05-15 20:00:00.000280;2011-05-15 20:00:00.000280
282;Yagha;2011-05-15 20:00:00.000281;2011-05-15 20:00:00.000281
283;Yatenga;2011-05-15 20:00:00.000282;2011-05-15 20:00:00.000282
284;Ziro;2011-05-15 20:00:00.000283;2011-05-15 20:00:00.000283
285;Zondoma;2011-05-15 20:00:00.000284;2011-05-15 20:00:00.000284
286;Mikhaylovgrad;2011-05-15 20:00:00.000285;2011-05-15 20:00:00.000285
287;Blagoevgrad;2011-05-15 20:00:00.000286;2011-05-15 20:00:00.000286
288;Burgas;2011-05-15 20:00:00.000287;2011-05-15 20:00:00.000287
289;Dobrich;2011-05-15 20:00:00.000288;2011-05-15 20:00:00.000288
290;Gabrovo;2011-05-15 20:00:00.000289;2011-05-15 20:00:00.000289
291;Grad Sofiya;2011-05-15 20:00:00.000290;2011-05-15 20:00:00.000290
292;Khaskovo;2011-05-15 20:00:00.000291;2011-05-15 20:00:00.000291
293;Kurdzhali;2011-05-15 20:00:00.000292;2011-05-15 20:00:00.000292
294;Kyustendil;2011-05-15 20:00:00.000293;2011-05-15 20:00:00.000293
295;Lovech;2011-05-15 20:00:00.000294;2011-05-15 20:00:00.000294
296;Montana;2011-05-15 20:00:00.000295;2011-05-15 20:00:00.000295
297;Pazardzhik;2011-05-15 20:00:00.000296;2011-05-15 20:00:00.000296
298;Pernik;2011-05-15 20:00:00.000297;2011-05-15 20:00:00.000297
299;Pleven;2011-05-15 20:00:00.000298;2011-05-15 20:00:00.000298
300;Plovdiv;2011-05-15 20:00:00.000299;2011-05-15 20:00:00.000299
301;Razgrad;2011-05-15 20:00:00.000300;2011-05-15 20:00:00.000300
302;Ruse;2011-05-15 20:00:00.000301;2011-05-15 20:00:00.000301
303;Shumen;2011-05-15 20:00:00.000302;2011-05-15 20:00:00.000302
304;Silistra;2011-05-15 20:00:00.000303;2011-05-15 20:00:00.000303
305;Sliven;2011-05-15 20:00:00.000304;2011-05-15 20:00:00.000304
306;Smolyan;2011-05-15 20:00:00.000305;2011-05-15 20:00:00.000305
307;Sofiya;2011-05-15 20:00:00.000306;2011-05-15 20:00:00.000306
308;Stara Zagora;2011-05-15 20:00:00.000307;2011-05-15 20:00:00.000307
309;Turgovishte;2011-05-15 20:00:00.000308;2011-05-15 20:00:00.000308
310;Varna;2011-05-15 20:00:00.000309;2011-05-15 20:00:00.000309
311;Veliko Turnovo;2011-05-15 20:00:00.000310;2011-05-15 20:00:00.000310
312;Vidin;2011-05-15 20:00:00.000311;2011-05-15 20:00:00.000311
313;Vratsa;2011-05-15 20:00:00.000312;2011-05-15 20:00:00.000312
314;Yambol;2011-05-15 20:00:00.000313;2011-05-15 20:00:00.000313
315;Al Hadd;2011-05-15 20:00:00.000314;2011-05-15 20:00:00.000314
316;Al Manamah;2011-05-15 20:00:00.000315;2011-05-15 20:00:00.000315
317;Jidd Hafs;2011-05-15 20:00:00.000316;2011-05-15 20:00:00.000316
318;Sitrah;2011-05-15 20:00:00.000317;2011-05-15 20:00:00.000317
319;Al Mintaqah al Gharbiyah;2011-05-15 20:00:00.000318;2011-05-15 20:00:00.000318
320;Mintaqat Juzur Hawar;2011-05-15 20:00:00.000319;2011-05-15 20:00:00.000319
321;Al Mintaqah ash Shamaliyah;2011-05-15 20:00:00.000320;2011-05-15 20:00:00.000320
322;Al Mintaqah al Wusta;2011-05-15 20:00:00.000321;2011-05-15 20:00:00.000321
323;Madinat;2011-05-15 20:00:00.000322;2011-05-15 20:00:00.000322
324;Ar Rifa;2011-05-15 20:00:00.000323;2011-05-15 20:00:00.000323
325;Madinat Hamad;2011-05-15 20:00:00.000324;2011-05-15 20:00:00.000324
326;Al Muharraq;2011-05-15 20:00:00.000325;2011-05-15 20:00:00.000325
327;Al Asimah;2011-05-15 20:00:00.000326;2011-05-15 20:00:00.000326
328;Al Janubiyah;2011-05-15 20:00:00.000327;2011-05-15 20:00:00.000327
329;Ash Shamaliyah;2011-05-15 20:00:00.000328;2011-05-15 20:00:00.000328
330;Al Wusta;2011-05-15 20:00:00.000329;2011-05-15 20:00:00.000329
331;Bujumbura;2011-05-15 20:00:00.000330;2011-05-15 20:00:00.000330
332;Bubanza;2011-05-15 20:00:00.000331;2011-05-15 20:00:00.000331
333;Bururi;2011-05-15 20:00:00.000332;2011-05-15 20:00:00.000332
334;Cankuzo;2011-05-15 20:00:00.000333;2011-05-15 20:00:00.000333
335;Cibitoke;2011-05-15 20:00:00.000334;2011-05-15 20:00:00.000334
336;Gitega;2011-05-15 20:00:00.000335;2011-05-15 20:00:00.000335
337;Karuzi;2011-05-15 20:00:00.000336;2011-05-15 20:00:00.000336
338;Kayanza;2011-05-15 20:00:00.000337;2011-05-15 20:00:00.000337
339;Kirundo;2011-05-15 20:00:00.000338;2011-05-15 20:00:00.000338
340;Makamba;2011-05-15 20:00:00.000339;2011-05-15 20:00:00.000339
341;Muyinga;2011-05-15 20:00:00.000340;2011-05-15 20:00:00.000340
342;Ngozi;2011-05-15 20:00:00.000341;2011-05-15 20:00:00.000341
343;Rutana;2011-05-15 20:00:00.000342;2011-05-15 20:00:00.000342
344;Ruyigi;2011-05-15 20:00:00.000343;2011-05-15 20:00:00.000343
345;Muramvya;2011-05-15 20:00:00.000344;2011-05-15 20:00:00.000344
346;Mwaro;2011-05-15 20:00:00.000345;2011-05-15 20:00:00.000345
347;Alibori;2011-05-15 20:00:00.000346;2011-05-15 20:00:00.000346
